日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,MA5,MA10,MA20,MA60,EMA12,EMA26,MACD,Signal,MACD_Hist,RSI,BB_Middle,BB_Upper,BB_Lower
2024-05-23,600519,1593.68,1585.69,1600.06,1583.76,18885,3199923320.0,1.02,-0.36,-5.7,0.15,1597.424,1600.698,1609.565,1592.6433333333334,1601.375252584678,1599.625000338178,1.7502522464999402,6.201208144525178,-4.450955898025238,46.245447713740674,1609.565,1661.8076651613237,1557.3223348386764
2024-05-24,600519,1586.68,1570.76,1588.68,1570.68,20217,3401323915.0,1.14,-0.94,-14.93,0.16,1589.8400000000001,1594.508,1608.805,1592.0265,1596.6652137254969,1597.4868521649798,-0.8216384394829674,4.79663882772355,-5.618277267206517,18.68595539481612,1608.805,1662.9028378787746,1554.7071621212256
2024-05-27,600519,1571.68,1563.8,1581.13,1561.69,25098,4199001866.0,1.24,-0.44,-6.96,0.2,1582.0639999999999,1590.92,1607.6309999999999,1591.6121666666666,1591.6090269984975,1594.9915297823886,-3.382502783891141,3.1608105054006117,-6.543313289291753,11.549122266707727,1607.6309999999999,1664.6366233237263,1550.6253766762734
2024-05-28,600519,1564.08,1558.32,1568.85,1556.68,23521,3923020375.0,0.78,-0.35,-5.48,0.19,1573.992,1587.1860000000001,1606.211,1591.1978333333334,1586.4876382294979,1592.2751201688782,-5.787481939380314,1.3711520164444269,-7.15863395582474,11.598237067965655,1606.211,1666.7172362684103,1545.7047637315898
2024-05-29,600519,1559.68,1567.68,1573.68,1558.68,19651,3289173345.0,0.96,0.6,9.36,0.16,1569.25,1584.586,1604.4395,1591.0720000000001,1583.5941554249598,1590.4532594156278,-6.859103990668018,-0.2748991849780622,-6.584204805689955,18.63525091799272,1604.4395,1667.3546968839612,1541.5243031160387
2024-05-30,600519,1568.68,1542.68,1569.06,1542.68,32208,5333306808.0,1.68,-1.59,-25.0,0.26,1560.648,1579.036,1601.6895,1590.3053333333335,1577.2996699749658,1586.9144994589146,-9.614829483948824,-2.1428852447722146,-7.47194423917661,17.563085796683552,1601.6895,1670.3907211566961,1532.9882788433038
2024-05-31,600519,1544.18,1542.13,1557.18,1542.13,21857,3617654788.0,0.98,-0.04,-0.55,0.17,1554.922,1572.381,1598.862,1589.6951666666666,1571.8889515172789,1583.5971291286246,-11.708177611345718,-4.055943718086915,-7.652233893258803,22.92274395407931,1598.862,1672.5579704961447,1525.1660295038555
2024-06-03,600519,1543.68,1533.07,1544.6,1528.79,30261,4966041477.0,1.03,-0.59,-9.06,0.24,1548.7759999999998,1565.42,1592.8215,1589.0800000000002,1565.9168051300053,1579.8543788228005,-13.93757369279524,-6.032269713028581,-7.905303979766659,21.88482616117153,1592.8215,1667.329797602207,1518.313202397793
2024-06-04,600519,1534.18,1546.88,1549.68,1530.23,20841,3432497303.0,1.27,0.9,13.81,0.17,1546.488,1560.24,1586.9815,1588.3816666666667,1562.9880658792354,1577.411832243334,-14.423766364098583,-7.710569043242582,-6.7131973208560005,30.99723891505613,1586.9815,1656.2287957556737,1517.7342042443265
2024-06-05,600519,1545.68,1537.68,1552.36,1536.71,19056,3140824328.0,1.01,-0.59,-9.2,0.15,1540.4879999999998,1554.8690000000001,1580.9830000000002,1587.7725,1559.09451728243,1574.4687335586425,-15.374216276212564,-9.24329848983658,-6.130917786375985,26.33760951188998,1580.9830000000002,1645.045640102029,1516.9203598979714
2024-06-06,600519,1537.34,1533.49,1545.67,1529.59,25610,4205700983.0,1.05,-0.27,-4.19,0.2,1538.65,1549.649,1575.1735,1587.0421666666668,1555.1553607774408,1571.4332718135577,-16.277911036116848,-10.650220999092634,-5.627690037024214,19.065251378260655,1575.1735,1633.8526548301343,1516.494345169866
2024-06-07,600519,1539.81,1512.86,1539.86,1512.69,33525,5453120695.0,1.77,-1.35,-20.63,0.27,1532.796,1543.859,1569.1835,1586.1713333333332,1548.648382196296,1567.0945109384793,-18.44612874218319,-12.209402547710745,-6.236726194472446,17.016745005875563,1569.1835,1627.6121841146391,1510.754815885361
2024-06-11,600519,1496.67,1462.68,1498.68,1460.68,70247,11090577610.0,2.51,-3.32,-50.18,0.56,1518.718,1533.747,1562.3335000000002,1584.0798333333335,1535.4224772430198,1559.360102720814,-23.9376254777942,-14.555047133727438,-9.382578344066761,12.70703082154229,1562.3335000000002,1635.8763079491969,1488.7906920508035
2024-06-12,600519,1463.68,1465.36,1483.68,1463.68,33171,5230086503.0,1.37,0.18,2.68,0.26,1502.4140000000002,1524.451,1555.8185,1581.1911666666667,1524.6436345902475,1552.3971321489018,-27.753497558654317,-17.194737218712817,-10.5587603399415,14.544533843470475,1555.8185,1639.3395486612415,1472.2974513387587
2024-06-13,600519,1470.45,1448.69,1470.57,1446.83,36186,5654938942.0,1.62,-1.14,-16.67,0.29,1484.616,1512.5520000000001,1548.569,1578.3171666666667,1512.9584600379017,1544.7151223600943,-31.756662322192597,-20.107122239408774,-11.649540082783822,13.698993110757868,1548.569,1642.7433106998355,1454.3946893001644
2024-06-14,600519,1448.68,1448.68,1457.64,1414.14,59514,9177637168.0,3.0,0.0,-0.01,0.47,1467.654,1503.152,1541.094,1575.6233333333332,1503.0694661859168,1537.6014095926798,-34.53194340676305,-22.99208647287963,-11.539856933883417,14.87512947404771,1541.094,1642.1680763057088,1440.0199236942913
2024-06-17,600519,1425.97,1435.18,1442.45,1404.69,48318,7400883243.0,2.61,-0.93,-13.5,0.38,1452.118,1492.4569999999999,1532.419,1572.6901666666668,1492.624932926545,1530.0146385117405,-37.38970558519554,-25.871610295342816,-11.518095289852727,14.335625554569717,1532.419,1638.716148330317,1426.121851669683
2024-06-18,600519,1424.57,1415.18,1448.22,1410.36,41258,6317590943.0,2.64,-1.39,-20.0,0.33,1442.618,1480.6680000000001,1523.044,1569.5774999999999,1480.7103278609227,1521.5083689923522,-40.7980411314295,-28.856896462560155,-11.941144668869345,13.2672962430713,1523.044,1636.1077549815402,1409.98024501846
2024-06-19,600519,1422.55,1425.56,1428.56,1406.66,41262,6167728416.0,1.55,0.73,10.38,0.33,1434.658,1468.536,1514.3880000000001,1566.6418333333334,1472.2256620361654,1514.4010824003262,-42.1754203641608,-31.520601242880282,-10.654819121280518,13.718982947002914,1514.3880000000001,1629.558362890895,1399.2176371091052
2024-06-20,600519,1424.56,1424.66,1440.57,1422.56,24711,3715924984.0,1.26,-0.06,-0.9,0.2,1429.852,1457.234,1506.0515,1563.6648333333333,1464.9078678767553,1507.753594815117,-42.84572693836162,-33.785626381976556,-9.060100556385066,15.643921751280814,1506.0515,1621.8888366361064,1390.2141633638937
2024-06-21,600519,1425.06,1395.56,1429.54,1394.78,43320,6418543742.0,2.44,-2.04,-29.1,0.34,1419.228,1443.441,1496.545,1560.2128333333335,1454.2389651264853,1499.4429581621453,-45.203993035660005,-36.069299712713246,-9.13469332294676,13.414207977634618,1496.545,1616.0135430519122,1377.076456948088
2024-06-24,600519,1347.56,1401.11,1413.55,1338.57,63840,9319362390.0,5.37,0.4,5.55,0.51,1412.414,1432.266,1488.0625,1556.9808333333333,1446.065278183949,1492.1590353353197,-46.09375715137071,-38.074191200444744,-8.019565950925966,16.473577235772296,1488.0625,1609.4200817465373,1366.7049182534627
2024-06-25,600519,1401.56,1411.21,1427.55,1401.56,42098,6273919386.0,1.85,0.72,10.1,0.34,1411.62,1427.119,1480.433,1554.1228333333336,1440.7029276941107,1486.1628104956665,-45.45988280155575,-39.55132952066695,-5.908553280888803,14.86871407115845,1480.433,1600.9252797439476,1359.9407202560524
2024-06-26,600519,1404.56,1413.78,1425.63,1402.36,29570,4414601922.0,1.65,0.18,2.57,0.24,1409.264,1421.961,1473.2060000000001,1550.9696666666669,1436.5609388180937,1480.801120829321,-44.24018201122726,-40.48910001877901,-3.751081992448249,16.775715971253803,1473.2060000000001,1591.3441858850451,1355.0678141149551
2024-06-27,600519,1416.56,1415.05,1418.53,1392.56,32822,4857959457.0,1.84,0.09,1.27,0.26,1407.342,1418.5970000000002,1465.5745000000002,1547.9758333333334,1433.25156361531,1475.9306674345564,-42.67910381924639,-40.92710077887249,-1.7520030403739,17.734553775743606,1465.5745000000002,1577.5763654872785,1353.5726345127218
2024-06-28,600519,1404.56,1391.95,1419.05,1388.56,38582,5699649047.0,2.15,-1.63,-23.1,0.31,1406.62,1412.924,1458.038,1544.5863333333334,1426.8974769052622,1469.709877254219,-42.81240034895677,-41.304160692889354,-1.508239656067417,17.499059190366026,1458.038,1568.4680846880472,1347.6079153119529
2024-07-01,600519,1393.44,1364.94,1397.55,1352.56,32161,4636689118.0,3.23,-1.94,-27.01,0.26,1399.386,1405.9,1449.1785,1540.7256666666667,1417.3655573813758,1461.9491456057583,-44.58358822438254,-41.96004619918799,-2.6235420251945456,19.988946204863566,1449.1785,1559.6333256838095,1338.7236743161905
2024-07-02,600519,1357.56,1415.26,1422.56,1357.56,51853,7659166816.0,4.76,3.69,50.32,0.41,1400.196,1405.908,1443.288,1537.3964999999998,1417.0416254765487,1458.4906903757021,-41.44906489915343,-41.85784993918108,0.40878504002765226,38.09863169897377,1443.288,1547.281923425709,1339.294076574291
2024-07-03,600519,1423.56,1424.56,1437.57,1412.58,31573,4740808130.0,1.77,0.66,9.3,0.25,1402.352,1405.808,1437.172,1534.3446666666666,1418.1982984801566,1455.977305903428,-37.77900742327142,-41.04208143599915,3.263074012727728,44.05986903648266,1437.172,1529.2146936635418,1345.1293063364583
2024-07-04,600519,1429.56,1410.3,1436.56,1405.69,24380,3637968895.0,2.17,-1.0,-14.26,0.19,1401.402,1404.3719999999998,1430.8029999999999,1531.0365,1416.9831756370556,1452.5938017624335,-35.61062612537785,-39.95579037387489,4.345164248497042,41.17132867132863,1430.8029999999999,1510.3415189968289,1351.2644810031709
2024-07-05,600519,1403.56,1377.56,1417.74,1374.56,38829,5664477336.0,3.06,-2.32,-32.74,0.31,1398.524,1402.5720000000001,1423.0065,1527.9901666666667,1410.9180716928931,1447.0357423726236,-36.11767067973051,-39.188166435046014,3.0704957553155054,37.82333051563817,1423.0065,1489.6947375093505,1356.3182624906494
2024-07-08,600519,1367.56,1344.56,1382.33,1343.7,39527,5657951348.0,2.8,-2.4,-33.0,0.31,1394.4479999999999,1396.917,1414.5915,1524.4678333333331,1400.709137586294,1439.4449466413182,-38.73580905502422,-39.09769495904166,0.36188590401744136,35.853365384615344,1414.5915,1475.787874600206,1353.395125399794
2024-07-09,600519,1344.56,1362.59,1379.45,1334.66,33621,4807957927.0,3.33,1.34,18.03,0.27,1383.914,1392.0549999999998,1409.587,1521.4833333333336,1394.8446548807103,1433.7519876308502,-38.90733275013986,-39.0596225172613,0.15228976712144515,37.760932944606395,1409.587,1470.5951685988655,1348.5788314011345
2024-07-10,600519,1363.81,1362.15,1390.44,1359.56,23763,3436693365.0,2.27,-0.03,-0.44,0.19,1371.432,1386.892,1404.4265,1518.4911666666667,1389.8147079759856,1428.4481366952318,-38.63342871924624,-38.97438375765829,0.3409550384120479,37.82857587912301,1404.4265,1462.9819352818822,1345.8710647181179
2024-07-11,600519,1374.53,1386.65,1393.56,1364.77,29020,4236960596.0,2.11,1.8,24.5,0.23,1366.702,1384.052,1401.3245000000002,1516.1401666666666,1389.327829825834,1425.351978421511,-36.024148595676934,-38.38433672526202,2.360188129585083,48.23347476109286,1401.3245000000002,1456.481326546991,1346.1676734530092
2024-07-12,600519,1397.57,1403.38,1410.96,1390.01,23386,3451132648.0,1.51,1.21,16.73,0.19,1371.866,1385.1950000000002,1399.0594999999998,1513.4188333333334,1391.489702160321,1423.7244244643618,-32.234722304040815,-37.15441384101778,4.919691536976963,50.4309526521624,1399.0594999999998,1449.5515752406081,1348.5674247593915
2024-07-15,600519,1394.56,1399.46,1412.56,1394.56,19176,2835374730.0,1.28,-0.28,-3.92,0.15,1382.846,1388.647,1397.2735,1510.6818333333333,1392.715901827964,1421.927059689224,-29.211157861260062,-35.565762645066236,6.354604783806174,47.71569656674053,1397.2735,1444.8274800868783,1349.7195199131218
2024-07-16,600519,1400.56,1400.56,1406.56,1389.61,20316,2998367128.0,1.21,0.08,1.1,0.16,1390.44,1387.1770000000001,1396.5425,1508.0131666666668,1393.9226861621235,1420.3443145270594,-26.42162836493594,-33.73693578904018,7.31530742410424,47.41514156108242,1396.5425,1443.3815996699625,1349.7034003300375
2024-07-17,600519,1400.66,1425.96,1427.56,1394.58,34311,5115680654.0,2.35,1.81,25.4,0.27,1403.202,1387.317,1396.5625,1505.7048333333332,1398.851503675643,1420.760291228759,-21.90878755311587,-31.37130614185532,9.46251858873945,51.9492585313561,1396.5625,1443.454081502306,1349.670918497694
2024-07-18,600519,1424.06,1422.07,1439.56,1417.09,28870,4337214601.0,1.58,-0.27,-3.89,0.23,1410.286,1388.4940000000001,1396.433,1503.7340000000002,1402.4235800332362,1420.8573066932952,-18.433726660058937,-28.783790245496046,10.350063585437109,55.77808471454878,1396.433,1443.0111168858243,1349.8548831141757
2024-07-19,600519,1415.37,1450.18,1453.74,1408.57,38943,5888615145.0,3.18,1.98,28.11,0.31,1419.646,1395.7559999999999,1399.164,1501.758,1409.7707215665846,1423.0293580493474,-13.258636482762768,-25.678759492949393,12.420123010186625,66.28333460686176,1399.164,1451.5673652595356,1346.7606347404644
2024-07-22,600519,1449.59,1423.56,1454.54,1416.21,28543,4300813310.0,2.64,-1.84,-26.62,0.23,1424.466,1403.656,1400.2865,1499.0513333333333,1411.8921490178793,1423.0686648605067,-11.176515842627396,-22.778310762884995,11.6017949202576,51.743404469836996,1400.2865,1453.8150719179666,1346.7579280820332
2024-07-23,600519,1423.56,1379.56,1425.56,1379.56,30944,4555460198.0,3.23,-3.09,-44.0,0.25,1420.266,1405.3529999999998,1398.7040000000002,1495.5893333333333,1406.9179722458978,1419.8458007967656,-12.927828550867844,-20.808214320481564,7.880385769613721,41.75038498203418,1398.7040000000002,1452.7417877142525,1344.6662122857479
2024-07-24,600519,1374.76,1364.58,1388.26,1359.56,24123,3490200973.0,2.08,-1.09,-14.98,0.19,1407.99,1405.596,1396.244,1491.887,1400.4044380542211,1415.7520377747828,-15.347599720561675,-19.71609140049759,4.368491679935914,41.64045929934909,1396.244,1451.84884923948,1340.63915076052
2024-07-25,600519,1364.58,1355.05,1372.56,1344.57,28347,4054086714.0,2.05,-0.7,-9.53,0.23,1394.586,1402.4360000000001,1393.244,1487.7526666666665,1393.4268321997256,1411.2555905322063,-17.828758332480675,-19.338624786894208,1.5098664544135332,45.50249750249751,1393.244,1451.0090440281735,1335.4789559718263
2024-07-26,600519,1355.05,1346.75,1362.28,1335.46,32354,4594928574.0,1.98,-0.61,-8.3,0.26,1373.9,1396.773,1390.984,1483.5705,1386.2457810920755,1406.4773986409318,-20.23161754885632,-19.51722333928663,-0.71439420956969,50.48547993792952,1390.984,1452.384612169055,1329.583387830945
2024-07-29,600519,1339.56,1322.58,1346.55,1322.56,30869,4342610100.0,1.78,-1.79,-24.17,0.25,1353.7040000000002,1389.085,1388.866,1478.9688333333334,1376.4510455394484,1400.2627765193813,-23.811730979932918,-20.37612486741589,-3.4356061125170285,41.36561785143943,1388.866,1456.6408064976013,1321.0911935023987
2024-07-30,600519,1310.54,1304.55,1314.83,1285.86,51779,7103491566.0,2.19,-1.36,-18.03,0.41,1338.702,1379.484,1383.3305,1473.1466666666668,1365.3893462256872,1393.1729412216496,-27.783594995962403,-21.857618893125192,-5.925976102837211,38.446726572528874,1383.3305,1459.5828170243155,1307.0781829756845
2024-07-31,600519,1297.66,1345.84,1351.83,1297.66,43272,6098149721.0,4.15,3.17,41.29,0.34,1334.954,1371.472,1379.3944999999999,1467.849333333333,1362.3817544986584,1389.6667974274533,-27.285042928794837,-22.943103700259122,-4.341939228535715,42.330965535385396,1379.3944999999999,1454.8081652352093,1303.9808347647904
2024-08-01,600519,1342.56,1310.72,1344.56,1309.26,32038,4470988088.0,2.62,-2.61,-35.12,0.26,1326.088,1360.337,1374.4155,1462.0671666666667,1354.4337922680957,1383.8188865069012,-29.38509423880555,-24.23150180796841,-5.15359243083714,33.71300007030867,1374.4155,1454.2568261874203,1294.5741738125798
2024-08-02,600519,1298.16,1310.01,1321.53,1298.16,21928,3041726372.0,1.78,-0.05,-0.71,0.17,1318.74,1346.32,1371.038,1456.406,1347.5993626883885,1378.351561580464,-30.752198892075512,-25.53564122478983,-5.216557667285681,34.09777777777778,1371.038,1455.877858954185,1286.198141045815
2024-08-05,600519,1313.44,1334.57,1350.56,1310.08,37736,5327127147.0,3.09,1.87,24.56,0.3,1321.138,1337.4209999999998,1370.5385,1451.4378333333334,1345.5948453517135,1375.1084829448741,-29.513637593160638,-26.33124049846399,-3.182397094696647,39.17167142528963,1370.5385,1456.1488762218091,1284.928123778191
2024-08-06,600519,1346.56,1329.26,1348.56,1318.57,27444,3860735014.0,2.25,-0.4,-5.31,0.22,1326.08,1332.3909999999998,1368.872,1446.930833333333,1343.0817922206807,1371.7122990230316,-28.630506802350965,-26.791093759241388,-1.8394130431095768,33.012437636146444,1368.872,1456.4097691958564,1281.3342308041438
2024-08-07,600519,1330.06,1340.06,1346.55,1322.86,20622,2910580747.0,1.78,0.81,10.8,0.16,1324.924,1329.9389999999999,1367.7675,1442.6708333333333,1342.6169011098066,1369.3676842805849,-26.750783170778277,-26.783031641548767,0.0322484707704902,35.934552190169114,1367.7675,1456.2150908749156,1279.3199091250842
2024-08-08,600519,1335.56,1355.25,1372.74,1333.56,25131,3592705430.0,2.92,1.13,15.19,0.2,1333.83,1329.959,1366.1974999999998,1438.6970000000001,1344.5604547852208,1368.3219298894305,-23.761475104209694,-26.178720334080953,2.4172452298712592,32.96364093176841,1366.1974999999998,1454.348063272509,1278.0469367274904
2024-08-09,600519,1384.59,1361.36,1393.56,1361.36,30138,4368705515.0,2.38,0.45,6.11,0.24,1344.1,1331.4199999999998,1364.0965,1434.75,1347.1450002028791,1367.8062313791022,-20.661231176223055,-25.075222502509376,4.413991326286322,37.95040681906235,1364.0965,1450.5013703000961,1277.691629699904
2024-08-12,600519,1354.56,1360.66,1367.56,1351.14,13632,1956573438.0,1.21,-0.05,-0.7,0.11,1349.318,1335.2279999999998,1362.1564999999998,1430.6163333333332,1349.2242309408978,1367.276880906576,-18.052649965678256,-23.670707995143154,5.618058029464898,45.600558659217896,1362.1564999999998,1446.9454243697955,1277.367575630204
2024-08-13,600519,1357.56,1347.57,1359.56,1336.57,16308,2317037756.0,1.69,-0.96,-13.09,0.13,1352.98,1339.53,1359.507,1426.3645,1348.9697338730675,1365.8171119505332,-16.84737807746569,-22.306042011607666,5.458663934141974,46.00535437508806,1359.507,1442.5365549408862,1276.477445059114
2024-08-14,600519,1347.57,1337.86,1349.46,1336.58,13414,1898377426.0,0.96,-0.72,-9.71,0.11,1352.54,1338.732,1355.102,1422.0175000000002,1347.2605440464417,1363.7462147690123,-16.485670722570603,-21.141967753800255,4.656297031229652,45.9664930311136,1355.102,1432.4400400987324,1277.7639599012678
2024-08-15,600519,1329.59,1351.45,1360.55,1328.51,23039,3275699572.0,2.39,1.02,13.59,0.18,1351.78,1342.8049999999998,1351.571,1418.0185,1347.9050757316047,1362.835384045382,-14.930308313777232,-19.899635865795652,4.96932755201842,51.07610587050097,1351.571,1422.192055425921,1280.949944574079
2024-08-16,600519,1351.35,1355.76,1360.48,1341.57,16455,2349825846.0,1.4,0.32,4.31,0.13,1350.6599999999999,1347.38,1346.85,1414.1863333333333,1349.1135256190503,1362.311281523502,-13.197755904451697,-18.559259873526862,5.361503969075166,58.35684062059241,1346.85,1400.2361602408375,1293.4638397591623
2024-08-19,600519,1356.56,1350.0,1383.44,1349.56,20433,2942106435.0,2.5,-0.42,-5.76,0.16,1348.5279999999998,1348.923,1343.172,1410.507,1349.2499062930424,1361.3993347439832,-12.149428450940832,-17.27729358900966,5.127865138068827,62.20134228187922,1343.172,1382.6230615426161,1303.720938457384
2024-08-20,600519,1354.46,1347.28,1354.49,1338.56,18591,2644814344.0,1.18,-0.2,-2.72,0.15,1348.47,1350.725,1341.558,1406.8983333333333,1348.9468437864205,1360.3534580962807,-11.406614309860288,-16.103157733179785,4.696543423319497,50.487540628385716,1341.558,1377.1980836433142,1305.9179163566857
2024-08-21,600519,1344.56,1342.14,1352.54,1340.25,15092,2144746551.0,0.91,-0.38,-5.14,0.12,1349.326,1350.933,1340.4360000000001,1403.295333333333,1347.8996370500479,1359.0043130521117,-11.104676002063798,-15.103461386956587,3.9987853848927895,63.347493627867514,1340.4360000000001,1374.3978128583965,1306.4741871416038
2024-08-22,600519,1340.56,1334.61,1344.56,1324.57,19527,2750868073.0,1.49,-0.56,-7.53,0.16,1345.958,1348.869,1339.4140000000002,1399.4108333333331,1345.8550775038866,1357.1973269001032,-11.34224939621663,-14.351218988808595,3.0089695925919653,59.87793125602309,1339.4140000000002,1372.7485279504806,1306.0794720495198
2024-08-23,600519,1332.56,1339.55,1348.06,1330.68,15320,2166499202.0,1.3,0.37,4.94,0.12,1342.716,1346.688,1339.054,1396.0253333333333,1344.8850655802116,1355.8901175000956,-11.005051919883954,-13.681985575023667,2.676933655139713,52.37368922783604,1339.054,1372.2099812179258,1305.8980187820744
2024-08-26,600519,1341.56,1336.56,1348.42,1327.71,15628,2207595461.0,1.55,-0.22,-2.99,0.12,1340.028,1344.278,1339.753,1392.5991666666666,1343.6042862601792,1354.458256944533,-10.853970684353953,-13.116382596889725,2.2624119125357716,53.55819847923569,1339.753,1372.0242876131038,1307.481712386896
2024-08-27,600519,1336.56,1328.63,1337.56,1325.67,13657,1920770570.0,0.89,-0.59,-7.93,0.11,1336.2980000000002,1342.3839999999998,1340.9569999999999,1389.1918333333333,1341.3005499124592,1352.5450527264195,-11.244502813960253,-12.742006640303831,1.4975038263435785,44.26837829706156,1340.9569999999999,1369.2498245319755,1312.6641754680243
2024-08-28,600519,1328.63,1313.56,1330.56,1299.56,31664,4388025875.0,2.33,-1.13,-15.07,0.25,1330.5819999999999,1339.9540000000002,1339.343,1385.3031666666668,1337.03277300285,1349.6572710429812,-12.62449804013113,-12.718504920269291,0.09400688013816172,29.069183652977216,1339.343,1370.0434221468881,1308.642577853112
2024-08-29,600519,1304.56,1337.86,1342.56,1304.56,27472,3864270621.0,2.89,1.85,24.3,0.22,1331.232,1338.5949999999998,1340.7,1381.9728333333333,1337.160038694719,1348.7833991138714,-11.623360419152277,-12.499476020045888,0.8761156008936108,40.02377313635594,1340.7,1368.3178614972517,1313.0821385027484
2024-08-30,600519,1337.56,1367.75,1382.63,1329.56,38739,5576118649.0,3.97,2.23,29.89,0.31,1336.872,1339.7939999999999,1343.587,1379.2105,1341.8661865878391,1350.1883325128438,-8.322145925004634,-11.664010001037639,3.341864076033005,52.4120568823569,1343.587,1369.729024324575,1317.444975675425
2024-09-02,600519,1354.56,1319.56,1362.56,1319.56,34135,4801049927.0,3.14,-3.52,-48.19,0.27,1333.472,1336.75,1342.8365,1375.9888333333333,1338.4344655743253,1347.919567141522,-9.485101567196807,-11.228228314269472,1.7431267470726652,42.307903553578306,1342.8365,1370.8624325587332,1314.8105674412666
2024-09-03,600519,1322.56,1334.56,1339.54,1317.58,17888,2516125842.0,1.66,1.14,15.0,0.14,1334.658,1335.478,1343.1015,1373.8535,1337.838393947506,1346.9299695754833,-9.091575627977363,-10.800897777011052,1.7093221490336887,49.119342442356974,1343.1015,1370.6836294357001,1315.5193705642998
2024-09-04,600519,1326.56,1324.56,1343.75,1324.3,14211,1995221417.0,1.46,-0.75,-10.0,0.11,1336.858,1333.7199999999998,1342.3265,1371.5068333333334,1335.795564109428,1345.2729347921143,-9.477370682686342,-10.53619235814611,1.0588216754597681,42.68378951950806,1342.3265,1371.11319230185,1313.5398076981498
2024-09-05,600519,1325.06,1329.44,1331.56,1321.56,14503,2033680839.0,0.75,0.37,4.88,0.12,1335.1740000000002,1333.203,1341.036,1369.5193333333332,1334.8177850156696,1344.100124807513,-9.28233979184347,-10.285421844885583,1.0030820530421138,42.86101768471306,1341.036,1369.6971311342018,1312.3748688657984
2024-09-06,600519,1329.56,1322.56,1330.56,1322.56,10321,1445537257.0,0.6,-0.52,-6.88,0.08,1326.136,1331.504,1339.096,1367.4173333333335,1332.931971936336,1342.5045600069566,-9.572588070620668,-10.1428550900326,0.5702670194119328,42.602178367302926,1339.096,1367.2121601031242,1310.9798398968758
2024-09-09,600519,1304.57,1299.56,1318.27,1294.64,28638,3950086825.0,1.79,-1.74,-23.0,0.23,1322.136,1327.8039999999999,1336.041,1365.157,1327.7978224076687,1339.3234814879227,-11.525659080253945,-10.41941588807687,-1.1062431921770752,38.40283853407215,1336.041,1367.3842318892016,1304.6977681107983
2024-09-10,600519,1294.58,1302.56,1317.56,1294.58,19803,2737295644.0,1.77,0.23,3.0,0.16,1315.736,1325.1970000000001,1333.7905,1363.28,1323.9150804987967,1336.6002606369652,-12.685180138168562,-10.87256873809521,-1.8126114000733526,40.27996070726914,1333.7905,1367.9823916057014,1299.5986083942987
2024-09-11,600519,1300.16,1304.56,1310.44,1289.56,20996,2892932794.0,1.6,0.15,2.0,0.17,1311.736,1324.297,1332.1254999999999,1361.2633333333333,1320.937375806674,1334.22690799719,-13.289532190515956,-11.35596142857936,-1.933570761936597,42.41429797546324,1332.1254999999999,1368.6467921169528,1295.604207883047
2024-09-12,600519,1304.56,1259.62,1309.56,1259.47,47948,6482445000.0,3.84,-3.44,-44.94,0.38,1297.7719999999997,1316.473,1327.534,1358.5126666666665,1311.503933374878,1328.7004703677685,-17.196536992890515,-12.524076541441591,-4.672460451448924,33.21292056958039,1327.534,1375.2117482689464,1279.8562517310538
2024-09-13,600519,1255.56,1228.69,1256.56,1221.86,56005,7329376917.0,2.75,-2.46,-30.93,0.45,1278.998,1302.567,1321.1805,1355.7315,1298.7633282402812,1321.2922873775633,-22.528959137282072,-14.525053060609688,-8.003906076672385,29.72444644938163,1321.1805,1384.365502376039,1257.9954976239608
2024-09-18,600519,1224.56,1191.46,1224.57,1191.22,46185,5895948011.0,2.71,-3.03,-37.23,0.37,1257.3780000000002,1289.757,1313.2535,1352.2373333333335,1282.2551238956225,1311.6750809051512,-29.419957009528616,-17.504033850393476,-11.91592315913514,26.775253123835995,1313.2535,1397.4884276912771,1229.018572308723
2024-09-19,600519,1186.56,1185.56,1217.44,1170.39,59988,7623739997.0,3.95,-0.5,-5.9,0.48,1233.9779999999998,1274.857,1305.1675,1348.4765,1267.3789509886037,1302.3332230603253,-34.95427207172156,-20.994081494659092,-13.96019057706247,27.63332634374784,1305.1675,1405.2136933045608,1205.1213066954392
2024-09-20,600519,1186.06,1188.48,1198.46,1174.59,39982,5038507835.0,2.01,0.25,2.92,0.32,1210.7620000000002,1261.249,1297.4845,1344.7214999999999,1255.240650836511,1293.8996509817825,-38.65900014527165,-24.527065224781605,-14.131934920490043,21.789545248527048,1297.4845,1408.5675233796078,1186.4014766203923
2024-09-23,600519,1192.56,1186.1,1218.06,1185.22,45550,5809791682.0,2.76,-0.2,-2.38,0.36,1196.0580000000002,1246.915,1290.0589999999997,1340.9056666666665,1244.6036276308937,1285.9144916497987,-41.31086401890502,-27.88382498360629,-13.427039035298733,11.717597471022188,1290.0589999999997,1410.1797935722097,1169.9382064277897
2024-09-24,600519,1209.65,1297.16,1297.56,1189.65,100413,13297277523.0,9.1,9.36,111.06,0.8,1209.752,1244.375,1287.9395,1339.3258333333333,1252.689223379987,1286.7474922683323,-34.05826888834531,-29.118713764554094,-4.939555123791216,46.26815940290553,1287.9395,1405.8591814026465,1170.0198185973534
