日期,股票代码,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,MA5,MA10,MA20,MA60,EMA12,EMA26,MACD,Signal,MACD_Hist,RSI,BB_Middle,BB_Upper,BB_Lower
2024-01-02,000001,7.83,7.65,7.86,7.65,1158366,1075742252.45,2.68,-2.3,-0.18,0.6,,,,,7.65,7.65,0.0,0.0,0.0,,,,
2024-01-03,000001,7.63,7.64,7.66,7.59,733610,673673613.54,0.92,-0.13,-0.01,0.38,,,,,7.648461538461539,7.64925925925926,-0.0007977207977214462,-0.00015954415954428925,-0.000638176638177157,,,,
2024-01-04,000001,7.63,7.55,7.63,7.52,864194,787470082.37,1.44,-1.18,-0.09,0.45,,,,,7.633313609467456,7.641906721536352,-0.008593112068895792,-0.00184625774141459,-0.006746854327481202,,,,
2024-01-05,000001,7.54,7.71,7.88,7.51,1991622,1852659692.14,4.9,2.12,0.16,1.03,,,,,7.645111515703233,7.6469506680892145,-0.001839152385981535,-0.001844836670327979,5.684284346443901e-06,,,,
2024-01-08,000001,7.67,7.59,7.74,7.55,1121156,1029006548.73,2.46,-1.56,-0.12,0.58,7.628,,,,7.636632820979659,7.642732100082606,-0.006099279102946831,-0.0026957251568517494,-0.0034035539460950813,,,,
2024-01-09,000001,7.6,7.62,7.63,7.53,766194,700375720.2,1.32,0.4,0.03,0.39,7.622,,,,7.634073925444326,7.641048240817228,-0.006974315372901607,-0.003551443200061721,-0.003422872172839886,,,,
2024-01-10,000001,7.6,7.53,7.63,7.53,858621,783771150.01,1.31,-1.18,-0.09,0.44,7.6,,,,7.618062552299046,7.632822445201137,-0.014759892902091565,-0.00579313314046769,-0.008966759761623875,,,,
2024-01-11,000001,7.52,7.61,7.66,7.47,934686,853890237.29,2.52,1.06,0.08,0.48,7.612,,,,7.616822159637653,7.631131893704756,-0.014309734067103008,-0.007496453325794754,-0.006813280741308254,,,,
2024-01-12,000001,7.57,7.63,7.71,7.55,772582,711018266.07,2.1,0.26,0.02,0.4,7.595999999999999,,,,7.6188495196933985,7.631048049726626,-0.012198530033227684,-0.00843686866728134,-0.003761661365946344,,,,
2024-01-15,000001,7.6,7.65,7.73,7.57,745133,685950951.45,2.1,0.26,0.02,0.38,7.608,7.618,,,7.623641901279029,7.632451897895024,-0.008809996615994464,-0.008511494257023964,-0.0002985023589705,,,,
2024-01-16,000001,7.63,7.78,7.79,7.6,1438313,1334465408.53,2.48,1.7,0.13,0.74,7.640000000000001,7.631,,,7.647696993389948,7.643381386939836,0.004315606450111531,-0.005946074115596865,0.010261680565708396,,,,
2024-01-17,000001,7.77,7.67,7.83,7.67,1482296,1380725065.03,2.06,-1.41,-0.11,0.76,7.668000000000001,7.633999999999999,,,7.651128225176111,7.6453531360554035,0.005775089120707122,-0.0036018414683360676,0.00937693058904319,,,,
2024-01-18,000001,7.65,7.64,7.68,7.44,1755132,1597853726.63,3.13,-0.39,-0.03,0.9,7.674000000000001,7.642999999999999,,,7.649416190533632,7.644956607458707,0.004459583074925,-0.0019895565596838543,0.006449139634608855,,,,
2024-01-19,000001,7.6,7.61,7.64,7.54,963981,881865023.89,1.31,-0.39,-0.03,0.5,7.67,7.633,,,7.643352161220765,7.642367229128432,0.0009849320923329685,-0.0013946588292804898,0.0023795909216134583,47.82608695652174,,,
2024-01-22,000001,7.6,7.54,7.7,7.48,1580320,1449858241.68,2.89,-0.92,-0.07,0.81,7.648000000000001,7.628,,,7.627451828725262,7.634784471415214,-0.007332642689951818,-0.0025822556014147556,-0.004750387088537063,44.444444444444436,,,
2024-01-23,000001,7.49,7.6,7.62,7.4,1135545,1030898421.04,2.92,0.8,0.06,0.59,7.612,7.6259999999999994,,,7.623228470459837,7.632207843902975,-0.008979373443137817,-0.003861679169759368,-0.005117694273378449,48.07692307692307,,,
2024-01-24,000001,7.67,7.77,7.78,7.51,1759123,1620099272.06,3.55,2.24,0.17,0.91,7.632,7.65,,,7.6458087057737085,7.642414670280533,0.003394035493175629,-0.0024105362371723686,0.005804571730347997,59.821428571428555,,,
2024-01-25,000001,7.77,7.94,7.98,7.71,2162514,2037648413.07,3.47,2.19,0.17,1.11,7.692,7.683,,,7.691068904885445,7.66445802803753,0.026610876847914966,0.0033937463798450985,0.023217130468069867,60.17699115044249,,,
2024-01-26,000001,7.91,8.06,8.11,7.88,2272287,2172799799.01,2.9,1.51,0.12,1.17,7.782000000000001,7.726000000000001,,,7.747827534903069,7.693757433368083,0.05407010153498604,0.013529017410873288,0.04054108412411275,70.79646017699116,,,
2024-01-29,000001,8.13,8.14,8.32,8.02,2376252,2312173346.33,3.72,0.99,0.08,1.22,7.901999999999999,7.775,7.6965,,7.808161760302598,7.7268124383037815,0.08134932199881639,0.02709307832846191,0.05425624367035448,72.03389830508476,7.6965,8.031055478838791,7.361944521161209
2024-01-30,000001,8.05,7.94,8.14,7.93,1579122,1515156603.96,2.58,-2.46,-0.2,0.81,7.970000000000001,7.7909999999999995,7.711,,7.828444566409891,7.7426041095405385,0.08584045686935227,0.038842554036639984,0.04699790283271228,65.89147286821705,7.711,8.061812590544028,7.360187409455974
2024-01-31,000001,7.9,7.9,8.0,7.82,1357217,1286857396.81,2.27,-0.5,-0.04,0.7,7.9959999999999996,7.814,7.724000000000001,,7.839453094654523,7.754263064389388,0.08519003026513516,0.04811204928233902,0.037077980982796147,61.599999999999994,7.724000000000001,8.082910632477313,7.36508936752269
2024-02-01,000001,7.85,7.85,7.92,7.78,1055260,993481907.01,1.77,-0.63,-0.05,0.54,7.978,7.835000000000001,7.739,,7.8410756954769045,7.761354689249433,0.07972100622747114,0.05443384067136545,0.02528716555610569,58.59374999999998,7.739,8.092324064757614,7.385675935242386
